"""emp_no"",""dept_no"",""from_date"",""to_date"""
"13584,""d001"",""1993-10-07"",""9999-01-01"""
"13585,""d006"",""1997-06-08"",""9999-01-01"""
"13586,""d005"",""1989-07-18"",""1995-03-20"""
"13586,""d008"",""1995-03-20"",""9999-01-01"""
"13587,""d004"",""1995-02-18"",""9999-01-01"""
"13588,""d007"",""1998-07-25"",""9999-01-01"""
"13589,""d008"",""1985-11-16"",""1987-04-11"""
"13590,""d004"",""1986-03-14"",""9999-01-01"""
"13591,""d005"",""1999-06-24"",""9999-01-01"""
"13592,""d005"",""1996-11-14"",""9999-01-01"""
"13593,""d004"",""1988-01-27"",""2001-12-11"""
"13594,""d001"",""1999-08-06"",""9999-01-01"""
"13595,""d002"",""1991-03-07"",""9999-01-01"""
"13595,""d003"",""1990-07-01"",""1991-03-07"""
"13596,""d004"",""1993-07-24"",""9999-01-01"""
"13597,""d006"",""1989-05-05"",""9999-01-01"""
"13598,""d004"",""1995-12-30"",""9999-01-01"""
"13599,""d007"",""1992-11-12"",""9999-01-01"""
"13600,""d008"",""1997-09-02"",""9999-01-01"""
"13601,""d004"",""1986-07-15"",""9999-01-01"""
"13602,""d007"",""1994-03-20"",""2001-11-28"""
"13603,""d005"",""1998-11-10"",""9999-01-01"""
"13604,""d007"",""1986-03-03"",""9999-01-01"""
"13605,""d007"",""1985-09-29"",""9999-01-01"""
"13606,""d007"",""1996-11-04"",""1999-07-22"""
"13606,""d009"",""1999-07-22"",""9999-01-01"""
"13607,""d007"",""1993-01-15"",""9999-01-01"""
"13608,""d007"",""1992-06-25"",""1994-01-25"""
"13609,""d004"",""1994-08-14"",""9999-01-01"""
"13610,""d009"",""1995-05-28"",""9999-01-01"""
"13611,""d001"",""1995-07-07"",""9999-01-01"""
"13612,""d004"",""1996-06-23"",""9999-01-01"""
"13613,""d004"",""1996-12-30"",""2000-08-05"""
"13614,""d008"",""1992-01-30"",""9999-01-01"""
"13615,""d001"",""1986-07-14"",""9999-01-01"""
"13616,""d005"",""1991-08-03"",""1995-07-09"""
"13616,""d008"",""1995-07-09"",""9999-01-01"""
"13617,""d006"",""1999-07-24"",""9999-01-01"""
"13618,""d007"",""1996-01-07"",""9999-01-01"""
"13619,""d004"",""1992-10-12"",""9999-01-01"""
"13620,""d004"",""1985-06-12"",""9999-01-01"""
"13621,""d005"",""1987-02-09"",""9999-01-01"""
"13622,""d007"",""1991-09-07"",""1998-11-13"""
"13623,""d006"",""1995-10-29"",""9999-01-01"""
"13624,""d003"",""1987-05-12"",""9999-01-01"""
"13625,""d001"",""1990-04-20"",""9999-01-01"""
"13626,""d004"",""2000-01-09"",""2001-05-09"""
"13626,""d006"",""2001-05-09"",""9999-01-01"""
"13627,""d005"",""1991-02-20"",""9999-01-01"""
"13628,""d005"",""1989-03-16"",""9999-01-01"""
"13629,""d005"",""1987-01-03"",""9999-01-01"""
"13630,""d004"",""1990-05-06"",""1996-04-03"""
"13631,""d004"",""1991-08-16"",""9999-01-01"""
"13632,""d007"",""1991-04-16"",""9999-01-01"""
"13633,""d005"",""1990-10-24"",""1991-06-10"""
"13634,""d004"",""1992-01-03"",""1997-11-08"""
"13634,""d009"",""1997-11-08"",""9999-01-01"""
"13635,""d005"",""1997-09-14"",""9999-01-01"""
"13636,""d005"",""1990-09-29"",""9999-01-01"""
"13637,""d005"",""1997-12-31"",""9999-01-01"""
"13638,""d005"",""1989-12-18"",""1990-09-03"""
"13639,""d005"",""1986-12-09"",""9999-01-01"""
"13640,""d006"",""1987-09-20"",""9999-01-01"""
"13641,""d004"",""1986-12-16"",""9999-01-01"""
"13642,""d001"",""1992-03-04"",""9999-01-01"""
"13643,""d005"",""1989-07-08"",""9999-01-01"""
"13644,""d005"",""1993-08-08"",""2001-04-25"""
"13644,""d008"",""2001-04-25"",""9999-01-01"""
"13645,""d004"",""1987-01-21"",""1996-12-23"""
"13646,""d005"",""1999-09-03"",""9999-01-01"""
"13647,""d008"",""1997-04-20"",""9999-01-01"""
"13648,""d004"",""1985-11-16"",""9999-01-01"""
"13649,""d004"",""1987-01-01"",""9999-01-01"""
"13650,""d007"",""1996-11-19"",""9999-01-01"""
"13651,""d005"",""1987-09-02"",""1990-03-31"""
"13652,""d005"",""1986-01-30"",""9999-01-01"""
"13653,""d003"",""1991-01-17"",""9999-01-01"""
"13654,""d004"",""1996-12-31"",""9999-01-01"""
"13654,""d005"",""1995-05-02"",""1996-12-31"""
"13655,""d003"",""1990-01-23"",""9999-01-01"""
"13656,""d007"",""1995-07-17"",""9999-01-01"""
"13657,""d004"",""1994-10-05"",""9999-01-01"""
"13658,""d005"",""1998-07-06"",""9999-01-01"""
"13659,""d002"",""1992-03-07"",""2000-07-10"""
"13660,""d007"",""1998-02-18"",""2002-04-28"""
"13661,""d007"",""1990-09-14"",""9999-01-01"""
"13662,""d008"",""1989-02-06"",""9999-01-01"""
"13663,""d005"",""1994-06-30"",""1997-02-12"""
"13663,""d008"",""1997-02-12"",""9999-01-01"""
"13664,""d005"",""1995-06-06"",""9999-01-01"""
"13665,""d004"",""1993-01-04"",""9999-01-01"""
"13666,""d005"",""1997-01-27"",""9999-01-01"""
"13667,""d004"",""1996-04-03"",""2001-10-15"""
"13668,""d001"",""1991-12-11"",""1992-09-09"""
"13669,""d004"",""1998-11-05"",""9999-01-01"""
"13670,""d005"",""1988-06-30"",""9999-01-01"""
"13671,""d006"",""1993-03-30"",""9999-01-01"""
"13672,""d007"",""1997-02-12"",""1998-10-31"""
"13673,""d004"",""1995-05-29"",""9999-01-01"""
"13673,""d008"",""1993-08-17"",""1995-05-29"""
"13674,""d004"",""1995-01-05"",""9999-01-01"""
"13675,""d004"",""1987-03-12"",""9999-01-01"""
"13676,""d007"",""1990-11-07"",""9999-01-01"""
"13677,""d005"",""1986-03-21"",""9999-01-01"""
"13678,""d003"",""1988-02-02"",""2000-12-11"""
"13679,""d009"",""1999-04-19"",""9999-01-01"""
"13680,""d007"",""1996-02-05"",""9999-01-01"""
"13681,""d004"",""1998-05-29"",""9999-01-01"""
"13681,""d005"",""1989-08-03"",""1998-05-29"""
"13682,""d001"",""2000-01-09"",""9999-01-01"""
"13683,""d005"",""1995-03-09"",""9999-01-01"""
"13684,""d007"",""1985-02-06"",""2002-03-30"""
"13685,""d005"",""1991-11-29"",""9999-01-01"""
"13686,""d002"",""1990-09-16"",""9999-01-01"""
"13687,""d009"",""1991-07-14"",""9999-01-01"""
"13688,""d004"",""1995-04-12"",""9999-01-01"""
"13689,""d005"",""1994-08-23"",""9999-01-01"""
"13689,""d006"",""1992-10-23"",""1994-08-23"""
"13690,""d007"",""1989-10-23"",""9999-01-01"""
"13691,""d007"",""1999-10-11"",""9999-01-01"""
"13692,""d007"",""1996-08-27"",""9999-01-01"""
"13693,""d005"",""1989-04-01"",""1994-08-09"""
"13694,""d005"",""1998-11-07"",""9999-01-01"""
"13695,""d001"",""1985-07-02"",""9999-01-01"""
"13696,""d005"",""1990-01-23"",""9999-01-01"""
"13697,""d005"",""1985-06-20"",""9999-01-01"""
"13698,""d006"",""1991-03-19"",""1997-04-20"""
"13699,""d004"",""1999-11-24"",""9999-01-01"""
"13699,""d005"",""1987-08-18"",""1999-11-24"""
"13700,""d007"",""1998-12-11"",""9999-01-01"""
"13701,""d004"",""1996-08-27"",""9999-01-01"""
"13702,""d004"",""1995-08-10"",""9999-01-01"""
"13703,""d004"",""1995-01-07"",""1997-02-21"""
"13704,""d004"",""1987-10-01"",""9999-01-01"""
"13705,""d009"",""1991-03-12"",""9999-01-01"""
"13706,""d004"",""1995-01-03"",""1998-12-20"""
"13707,""d004"",""1993-12-17"",""9999-01-01"""
"13708,""d005"",""1991-05-10"",""2001-10-14"""
"13708,""d008"",""2001-10-14"",""9999-01-01"""
"13709,""d007"",""1996-10-11"",""9999-01-01"""
"13710,""d005"",""1998-04-30"",""9999-01-01"""
"13711,""d009"",""1988-09-27"",""9999-01-01"""
"13712,""d003"",""1987-12-06"",""9999-01-01"""
"13713,""d003"",""1996-06-04"",""9999-01-01"""
"13714,""d004"",""1986-05-26"",""1993-11-24"""
"13715,""d007"",""1993-10-09"",""9999-01-01"""
"13716,""d005"",""1995-12-20"",""9999-01-01"""
"13716,""d006"",""1991-11-09"",""1995-12-20"""
"13717,""d001"",""1995-12-21"",""9999-01-01"""
"13718,""d007"",""1986-11-22"",""9999-01-01"""
"13719,""d004"",""1994-09-23"",""9999-01-01"""
"13720,""d007"",""1989-03-01"",""9999-01-01"""
"13721,""d007"",""1995-09-21"",""9999-01-01"""
"13722,""d004"",""1999-12-15"",""2001-03-15"""
"13723,""d007"",""1992-09-13"",""9999-01-01"""
"13724,""d005"",""1999-12-23"",""9999-01-01"""
"13725,""d005"",""1989-11-25"",""9999-01-01"""
"13726,""d001"",""1992-03-13"",""1997-08-13"""
"13726,""d009"",""1997-08-13"",""9999-01-01"""
"13727,""d003"",""1999-10-07"",""9999-01-01"""
"13728,""d004"",""1986-01-03"",""9999-01-01"""
"13729,""d005"",""1988-10-12"",""9999-01-01"""
"13730,""d001"",""1991-07-20"",""9999-01-01"""
"13731,""d005"",""1996-02-23"",""2001-11-15"""
"13732,""d006"",""1986-02-12"",""9999-01-01"""
"13733,""d001"",""1994-10-29"",""1997-10-26"""
"13734,""d008"",""1989-05-02"",""9999-01-01"""
"13735,""d004"",""1998-11-17"",""2001-03-12"""
"13735,""d009"",""2001-03-12"",""9999-01-01"""
"13736,""d007"",""1999-04-03"",""9999-01-01"""
"13737,""d005"",""1985-08-01"",""9999-01-01"""
"13738,""d005"",""1998-06-30"",""9999-01-01"""
"13739,""d005"",""1989-01-04"",""1995-02-23"""
"13740,""d005"",""1996-11-11"",""9999-01-01"""
"13741,""d004"",""1992-11-24"",""9999-01-01"""
"13742,""d004"",""1993-07-02"",""9999-01-01"""
"13743,""d009"",""1999-05-01"",""9999-01-01"""
"13744,""d005"",""1990-12-24"",""9999-01-01"""
"13745,""d004"",""1997-04-07"",""9999-01-01"""
"13745,""d006"",""1989-10-23"",""1997-04-07"""
"13746,""d005"",""1998-01-03"",""9999-01-01"""
"13747,""d007"",""1987-03-06"",""1987-12-10"""
"13748,""d008"",""1989-10-26"",""9999-01-01"""
"13749,""d006"",""1988-06-12"",""9999-01-01"""
"13750,""d004"",""1995-08-22"",""9999-01-01"""
"13751,""d001"",""1997-01-13"",""9999-01-01"""
"13752,""d007"",""1999-08-27"",""9999-01-01"""
"13753,""d009"",""1994-07-04"",""1996-07-19"""
"13754,""d002"",""1987-08-27"",""1988-07-07"""
"13754,""d007"",""1988-07-07"",""9999-01-01"""
"13755,""d006"",""1985-07-30"",""1988-12-25"""
"13756,""d005"",""1990-01-24"",""9999-01-01"""
"13757,""d005"",""1986-02-22"",""9999-01-01"""
"13758,""d007"",""1993-05-12"",""9999-01-01"""
"13759,""d008"",""1992-03-15"",""9999-01-01"""
"13760,""d004"",""1994-07-05"",""1997-02-09"""
"13761,""d004"",""1997-08-09"",""9999-01-01"""
"13762,""d007"",""1990-05-15"",""9999-01-01"""
"13763,""d007"",""1991-06-29"",""2001-08-25"""
"13763,""d009"",""2001-08-25"",""9999-01-01"""
"13764,""d007"",""1994-05-01"",""9999-01-01"""
"13765,""d003"",""1990-07-18"",""9999-01-01"""
"13766,""d009"",""1986-08-18"",""9999-01-01"""
"13767,""d004"",""1994-08-10"",""9999-01-01"""
"13768,""d009"",""1986-11-19"",""1990-09-18"""
"13769,""d007"",""1988-10-18"",""9999-01-01"""
"13770,""d007"",""1990-04-26"",""9999-01-01"""
"13771,""d009"",""1990-05-21"",""9999-01-01"""
"13772,""d006"",""1997-06-20"",""9999-01-01"""
"13773,""d003"",""1995-04-18"",""2001-10-18"""
"13774,""d005"",""1996-10-04"",""9999-01-01"""
"13774,""d008"",""1991-04-11"",""1996-10-04"""
"13775,""d007"",""1987-10-21"",""9999-01-01"""
"13776,""d001"",""1995-03-20"",""9999-01-01"""
"13777,""d003"",""1997-11-16"",""9999-01-01"""
"13778,""d008"",""1989-07-25"",""1997-04-06"""
"13779,""d006"",""1995-06-25"",""9999-01-01"""
"13780,""d005"",""1994-10-07"",""1999-02-04"""
"13781,""d005"",""1994-02-11"",""9999-01-01"""
"13782,""d001"",""1992-04-15"",""9999-01-01"""
"13783,""d008"",""1990-03-25"",""1994-04-17"""
"13784,""d001"",""1988-12-19"",""2001-01-24"""
"13784,""d007"",""2001-01-24"",""9999-01-01"""
"13785,""d007"",""1998-07-11"",""9999-01-01"""
"13786,""d007"",""1989-05-19"",""9999-01-01"""
"13787,""d004"",""1990-10-30"",""9999-01-01"""
"13788,""d004"",""1997-04-03"",""1997-04-12"""
"13789,""d004"",""1989-04-17"",""9999-01-01"""
"13790,""d007"",""1987-07-07"",""1990-10-07"""
"13791,""d004"",""1994-12-12"",""9999-01-01"""
"13792,""d002"",""1985-07-27"",""9999-01-01"""
"13793,""d004"",""1990-03-04"",""9999-01-01"""
"13794,""d004"",""1988-09-02"",""1993-08-24"""
"13794,""d009"",""1993-08-24"",""9999-01-01"""
"13795,""d004"",""1986-08-04"",""1988-03-13"""
"13796,""d005"",""1996-01-01"",""9999-01-01"""
"13797,""d008"",""1992-04-13"",""9999-01-01"""
"13798,""d004"",""1991-02-17"",""9999-01-01"""
"13799,""d006"",""1993-07-08"",""9999-01-01"""
"13800,""d006"",""1998-03-25"",""9999-01-01"""
"13801,""d007"",""1999-05-26"",""1999-06-25"""
"13802,""d002"",""1998-11-18"",""9999-01-01"""
"13802,""d003"",""1990-10-27"",""1998-11-18"""
"13803,""d005"",""1988-10-24"",""9999-01-01"""
"13804,""d001"",""1995-01-31"",""9999-01-01"""
"13805,""d007"",""1999-09-09"",""9999-01-01"""
"13806,""d005"",""1990-02-05"",""9999-01-01"""
"13807,""d002"",""1993-03-24"",""1995-05-21"""
"13808,""d007"",""1986-03-08"",""9999-01-01"""
"13809,""d009"",""1986-01-12"",""9999-01-01"""
"13810,""d008"",""1998-12-06"",""1999-03-07"""
"13811,""d004"",""1989-11-14"",""9999-01-01"""
"13812,""d001"",""1998-04-22"",""9999-01-01"""
"13812,""d007"",""1996-09-11"",""1998-04-22"""
"13813,""d005"",""1991-09-16"",""1998-05-08"""
"13814,""d002"",""1985-05-31"",""1990-11-12"""
"13815,""d004"",""1985-09-09"",""9999-01-01"""
"13816,""d005"",""1992-09-17"",""9999-01-01"""
"13817,""d003"",""1987-11-04"",""9999-01-01"""
"13818,""d005"",""1998-04-13"",""2002-05-15"""
"13819,""d004"",""1999-05-19"",""9999-01-01"""
"13820,""d003"",""1990-08-07"",""9999-01-01"""
"13821,""d008"",""1988-10-10"",""9999-01-01"""
"13822,""d001"",""2002-03-28"",""2002-05-22"""
"13822,""d003"",""1998-11-14"",""2002-03-28"""
"13823,""d005"",""1993-07-06"",""9999-01-01"""
"13824,""d005"",""2000-01-05"",""9999-01-01"""
"13825,""d004"",""1986-08-02"",""9999-01-01"""
"13826,""d001"",""1988-06-24"",""9999-01-01"""
"13827,""d009"",""1989-04-08"",""9999-01-01"""
"13828,""d005"",""1988-11-14"",""1990-02-06"""
"13829,""d003"",""1996-01-22"",""1997-09-03"""
"13830,""d002"",""1989-09-10"",""9999-01-01"""
"13831,""d004"",""1995-07-26"",""9999-01-01"""
"13832,""d004"",""1999-01-19"",""1999-05-05"""
"13832,""d008"",""1993-10-06"",""1999-01-19"""
"13833,""d005"",""1986-09-23"",""9999-01-01"""
"13834,""d005"",""1996-08-05"",""9999-01-01"""
"13835,""d005"",""1990-04-16"",""2000-02-16"""
"13836,""d007"",""1985-09-05"",""9999-01-01"""
"13837,""d005"",""1999-01-01"",""9999-01-01"""
"13838,""d009"",""1989-03-01"",""9999-01-01"""
"13839,""d005"",""2000-01-21"",""9999-01-01"""
"13840,""d005"",""1998-12-12"",""1999-12-30"""
"13841,""d004"",""1992-02-01"",""1995-10-19"""
"13841,""d006"",""1995-10-19"",""9999-01-01"""
"13842,""d008"",""1991-04-21"",""9999-01-01"""
"13843,""d004"",""1996-02-28"",""9999-01-01"""
"13844,""d001"",""1995-06-28"",""9999-01-01"""
"13845,""d007"",""1997-01-12"",""9999-01-01"""
"13846,""d008"",""1985-03-20"",""9999-01-01"""
"13847,""d004"",""1998-06-02"",""9999-01-01"""
"13848,""d007"",""1987-04-12"",""1995-10-21"""
"13849,""d005"",""1989-04-24"",""9999-01-01"""
"13850,""d004"",""1996-10-10"",""2001-06-04"""
"13850,""d006"",""2001-06-04"",""9999-01-01"""
"13851,""d005"",""1995-02-17"",""9999-01-01"""
"13852,""d005"",""1996-12-24"",""9999-01-01"""
"13853,""d008"",""1991-03-25"",""9999-01-01"""
"13854,""d004"",""1992-07-15"",""1999-01-19"""
"13855,""d004"",""1986-09-27"",""9999-01-01"""
"13856,""d007"",""1995-04-26"",""9999-01-01"""
"13857,""d004"",""1990-11-09"",""9999-01-01"""
"13858,""d008"",""1988-11-23"",""9999-01-01"""
"13859,""d005"",""1987-08-23"",""9999-01-01"""
"13860,""d001"",""1988-07-27"",""9999-01-01"""
"13861,""d005"",""1995-06-12"",""1996-08-13"""
"13861,""d008"",""1996-08-13"",""9999-01-01"""
"13862,""d005"",""1997-08-29"",""2002-03-16"""
"13863,""d007"",""1990-03-23"",""9999-01-01"""
"13864,""d004"",""1986-01-31"",""9999-01-01"""
"13865,""d007"",""1998-11-11"",""9999-01-01"""
"13866,""d007"",""1999-12-25"",""9999-01-01"""
"13867,""d004"",""1987-05-30"",""9999-01-01"""
"13868,""d004"",""1990-04-07"",""9999-01-01"""
"13869,""d005"",""1994-04-13"",""1996-05-27"""
"13870,""d004"",""2002-05-30"",""9999-01-01"""
"13870,""d006"",""1997-02-17"",""2002-05-30"""
"13871,""d007"",""1999-12-05"",""9999-01-01"""
"13872,""d005"",""1995-10-16"",""9999-01-01"""
"13873,""d006"",""1995-03-11"",""9999-01-01"""
"13874,""d006"",""1992-02-22"",""1994-04-17"""
"13875,""d004"",""1992-01-21"",""9999-01-01"""
"13876,""d003"",""1995-05-03"",""9999-01-01"""
"13877,""d006"",""1999-11-11"",""9999-01-01"""
"13878,""d007"",""1990-09-11"",""9999-01-01"""
"13879,""d004"",""1989-10-05"",""9999-01-01"""
"13880,""d002"",""1999-12-20"",""9999-01-01"""
"13880,""d003"",""1985-12-24"",""1999-12-20"""
"13881,""d005"",""1991-06-10"",""9999-01-01"""
"13882,""d004"",""1992-12-07"",""9999-01-01"""
"13883,""d005"",""1988-02-23"",""1991-08-26"""
"13884,""d004"",""1998-12-21"",""9999-01-01"""
"13885,""d008"",""1988-04-19"",""1995-11-20"""
"13886,""d008"",""1990-02-03"",""9999-01-01"""
"13887,""d005"",""1990-06-17"",""9999-01-01"""
"13888,""d005"",""2001-10-17"",""9999-01-01"""
"13888,""d006"",""1995-03-09"",""2001-10-17"""
"13889,""d009"",""1996-09-07"",""9999-01-01"""
"13890,""d003"",""1985-11-30"",""9999-01-01"""
"13891,""d007"",""1999-04-06"",""9999-01-01"""
"13892,""d005"",""1994-11-21"",""9999-01-01"""
"13893,""d005"",""1995-04-25"",""1998-10-07"""
"13894,""d004"",""1987-11-28"",""9999-01-01"""
"13895,""d004"",""1991-02-02"",""9999-01-01"""
"13896,""d004"",""1987-12-09"",""9999-01-01"""
"13897,""d005"",""1989-05-18"",""9999-01-01"""
"13898,""d007"",""1997-04-23"",""9999-01-01"""
"13899,""d004"",""1995-06-30"",""9999-01-01"""
"13899,""d006"",""1994-06-14"",""1995-06-30"""
"13900,""d005"",""1999-08-14"",""9999-01-01"""
"13901,""d004"",""1994-05-30"",""9999-01-01"""
"13902,""d007"",""1999-08-03"",""2000-07-16"""
"13903,""d004"",""1997-03-24"",""9999-01-01"""
"13904,""d005"",""1987-09-03"",""9999-01-01"""
"13905,""d005"",""1998-06-28"",""9999-01-01"""
"13906,""d006"",""1998-11-13"",""9999-01-01"""
"13907,""d005"",""1988-03-05"",""9999-01-01"""
"13908,""d004"",""1987-11-26"",""9999-01-01"""
"13909,""d001"",""1995-05-22"",""1995-09-08"""
"13909,""d007"",""1994-07-19"",""1995-05-22"""
"13910,""d005"",""1995-07-16"",""9999-01-01"""
"13911,""d001"",""1993-11-24"",""9999-01-01"""
"13912,""d004"",""1988-12-07"",""9999-01-01"""
"13913,""d004"",""1997-12-18"",""9999-01-01"""
"13914,""d002"",""1985-08-07"",""1989-01-15"""
"13915,""d005"",""1991-08-17"",""9999-01-01"""
"13916,""d007"",""1986-06-06"",""2002-01-12"""
"13917,""d004"",""1988-03-18"",""9999-01-01"""
"13918,""d004"",""1993-12-05"",""9999-01-01"""
"13919,""d004"",""1999-12-04"",""2001-08-05"""
"13919,""d009"",""2001-08-05"",""9999-01-01"""
"13920,""d008"",""1987-11-19"",""9999-01-01"""
"13921,""d001"",""1997-01-03"",""2000-02-18"""
"13922,""d002"",""1990-12-25"",""9999-01-01"""
"13923,""d005"",""1989-01-06"",""1999-02-05"""
"13924,""d004"",""1991-11-05"",""9999-01-01"""
"13925,""d004"",""1999-05-08"",""9999-01-01"""
"13926,""d001"",""1988-08-07"",""9999-01-01"""
"13927,""d003"",""1999-03-29"",""9999-01-01"""
"13928,""d007"",""1993-12-21"",""9999-01-01"""
"13929,""d004"",""1999-08-20"",""9999-01-01"""
"13929,""d005"",""1992-10-11"",""1999-08-20"""
"13930,""d007"",""1985-11-26"",""2000-04-20"""
"13931,""d004"",""1996-03-19"",""9999-01-01"""
"13932,""d002"",""1997-10-08"",""9999-01-01"""
"13933,""d006"",""1989-07-17"",""9999-01-01"""
"13934,""d005"",""1990-04-05"",""9999-01-01"""
"13935,""d004"",""1988-05-16"",""1993-03-30"""
"13936,""d003"",""1994-06-03"",""9999-01-01"""
"13937,""d003"",""1995-07-12"",""9999-01-01"""
"13938,""d005"",""1986-04-15"",""9999-01-01"""
"13939,""d009"",""1992-10-30"",""9999-01-01"""
"13940,""d005"",""1999-03-31"",""1999-04-30"""
"13940,""d009"",""1999-03-30"",""1999-03-31"""
"13941,""d007"",""1999-06-01"",""9999-01-01"""
"13942,""d005"",""1997-10-13"",""9999-01-01"""
"13943,""d007"",""1993-02-05"",""9999-01-01"""
"13944,""d005"",""1996-09-15"",""9999-01-01"""
"13945,""d009"",""1995-03-23"",""9999-01-01"""
"13946,""d006"",""1993-04-02"",""9999-01-01"""
"13947,""d007"",""1987-08-11"",""9999-01-01"""
"13948,""d002"",""1996-11-08"",""9999-01-01"""
"13949,""d007"",""1991-02-04"",""1991-02-17"""
"13950,""d004"",""1990-05-09"",""1996-06-21"""
"13950,""d006"",""1996-06-21"",""9999-01-01"""
"13951,""d007"",""1985-12-28"",""9999-01-01"""
"13952,""d005"",""1993-04-15"",""9999-01-01"""
"13953,""d005"",""1997-04-08"",""9999-01-01"""
"13954,""d005"",""1993-04-23"",""9999-01-01"""
"13955,""d006"",""1985-10-05"",""9999-01-01"""
"13956,""d004"",""1996-06-16"",""9999-01-01"""
"13957,""d006"",""1986-04-18"",""1987-02-02"""
"13958,""d004"",""1989-09-28"",""9999-01-01"""
"13959,""d004"",""1992-02-09"",""9999-01-01"""
"13959,""d005"",""1985-05-15"",""1992-02-09"""
"13960,""d002"",""1996-04-06"",""9999-01-01"""
"13961,""d004"",""1988-10-01"",""9999-01-01"""
"13962,""d004"",""1994-10-26"",""9999-01-01"""
"13963,""d001"",""1990-08-05"",""9999-01-01"""
"13964,""d004"",""1989-03-25"",""2001-10-09"""
"13965,""d005"",""1988-04-19"",""2001-11-26"""
"13966,""d009"",""1990-12-26"",""9999-01-01"""
"13967,""d004"",""1989-11-17"",""1990-02-18"""
"13967,""d009"",""1990-02-18"",""9999-01-01"""
"13968,""d005"",""1993-09-07"",""9999-01-01"""
"13969,""d005"",""1985-05-29"",""9999-01-01"""
"13970,""d004"",""1990-10-07"",""9999-01-01"""
"13971,""d005"",""1995-07-15"",""9999-01-01"""
"13972,""d005"",""1990-06-28"",""9999-01-01"""
"13973,""d001"",""1989-11-19"",""1993-06-10"""
"13974,""d009"",""1998-03-18"",""2001-04-26"""
"13975,""d007"",""1991-09-08"",""9999-01-01"""
"13976,""d004"",""1997-09-10"",""9999-01-01"""
"13977,""d004"",""1998-03-31"",""2001-05-10"""
"13977,""d009"",""2001-05-10"",""9999-01-01"""
"13978,""d007"",""1996-08-25"",""9999-01-01"""
"13979,""d004"",""1986-06-08"",""1997-12-26"""
"13980,""d009"",""1994-07-09"",""9999-01-01"""
